component,early_mean,early_slope,early_volatility,target_late_value,status,actual_change,predicted_target,predicted_change,early_reject_flag
Test_4_run_2,103.14440092220316,3965.2257279675737,22.905835555503618,87.74981554864644,WATCH,-15.394585373556723,80.05143492549762,-23.092965996705544,False
Test_12_run_3,55.39005866516342,-10336.066968472993,20.53139437179557,39.040599987035094,NORMAL,-16.34945867812833,45.485714556311194,-9.904344108852229,False
Test_37_run_1,78.67907690367909,-215.45126962296388,6.12004772509752,45.63095349447669,NORMAL,-33.0481234092024,74.08043895929376,-4.598637944385331,False
Test_10_run_4,38.50182630834122,-5938.209975002443,15.443831146533817,34.25034044752634,NORMAL,-4.251485860814881,38.35061858601691,-0.15120772232431534,False
Test_1_run_1,13.30460092326768,66005.43097140924,33.32035594416182,1.769928602094645,CRITICAL,-11.534672321173035,23.98260322947406,10.678002306206379,True
Test_18_run_1,37.05186817427065,-18666.91474900639,34.89658458202702,4.715752614573083,CRITICAL,-32.33611555969757,20.749326493104316,-16.302541681166336,False
Test_19_run_1,46.04408782497664,4779.072509910894,60.862303820066444,3.3200518490079713,CRITICAL,-42.72403597596867,13.705557977709198,-32.338529847267445,False
Test_2_run_3,114.9574594202533,-800.3760230906905,10.410544472441853,1.830706897800293,CRITICAL,-113.126752522453,96.06266528787117,-18.89479413238213,False
Test_13_run_5,75.85398112616123,7206.340768555249,20.713911845055645,67.92017897157585,NORMAL,-7.933802154585379,63.395177564560626,-12.458803561600604,False
Test_14_run_5,44.00956803344082,-238.41858109966583,3.506578901861496,40.30211675334564,NORMAL,-3.707451280095178,51.890451162664945,7.880883129224124,False
Test_5_run_2,97.1778700933097,-625.6943544567221,0.5959063247210812,98.51098573455707,NORMAL,1.3331156412473604,90.73685136849416,-6.4410187248155495,False
Test_40_run_1,25.611554025888797,-14298.742578006404,8.586797548892168,27.16796854932037,NORMAL,1.5564145234315738,32.44341698544135,6.831862959552556,False
Test_8_run_5,64.32899861007581,-486.71030038558575,5.391269810308441,59.215026109961045,NORMAL,-5.11397250011477,64.58788149682687,0.25888288675105287,False
Test_9_run_2,41.45234090091197,-7984.292744667896,17.3035793743207,33.04820632127759,WATCH,-8.40413457963438,38.62787950370385,-2.8244613972081183,False
Test_31_run_1,15.90182705033245,-180.31859067464336,3.81852824723872,10.477518137232016,NORMAL,-5.424308913100434,32.192361357958255,16.290534307625805,True
Test_14_run_3,51.683488944536585,-9824.927148192743,19.593662313188076,39.45017163284743,NORMAL,-12.233317311689156,43.693166355121136,-7.990322589415449,False
Test_23_run_2,226.58628708853385,68055.26697782353,59.763848979584914,3.3729996239260016,CRITICAL,-223.21328746460784,153.5558923740919,-73.03039471444194,False
Test_28_run_2,86.79761184716457,-17884.89536936,43.793428392472066,30.30391909632683,WATCH,-56.493692750837745,49.101166335372625,-37.69644551179195,False
Test_29_run_1,69.56801805520777,-169.8104557309055,4.382981639789801,207.34792596257475,CRITICAL,137.77990790736698,69.00551204241094,-0.5625060127968311,False
Test_7_run_1,35.644099731016354,-1666.5996160535376,18.242162552201002,133.55319693908925,NORMAL,97.9090972080729,35.320942427073554,-0.32315730394279996,False
Test_1_run_2,114.36425940344247,33131.209428249465,29.400653647184285,121.38860172399743,CRITICAL,7.0243423205549504,89.62304564699443,-24.741213756448047,False
Test_14_run_4,51.49556667319743,-6899.016900077776,16.89636949633133,43.07174229854776,NORMAL,-8.42382437464967,46.118798148745114,-5.3767685244523165,False
Test_8_run_1,72.081802798233,-20230.847762214453,39.320459338343696,46.87156511299693,WATCH,-25.210237685236066,41.55642126973794,-30.52538152849506,False
Test_12_run_1,46.232300880951605,-10749.086950552124,20.388723761123575,32.35178089997663,NORMAL,-13.880519980974974,39.146456051685334,-7.0858448292662715,False
Test_14_run_7,46.23187556203189,-1939.7964976490762,12.742145292979362,60.83594653423264,NORMAL,14.604070972200752,46.50492791857419,0.2730523565423013,False
Test_13_run_2,47.04876070491506,-11684.060517453947,20.193856304124573,33.218764614457754,NORMAL,-13.829996090457307,39.64567049669931,-7.403090208215751,False
Test_10_run_6,35.60384493007431,-108.78555545060192,2.9237297879838957,34.180165768511344,NORMAL,-1.4236791615629656,46.50405260916881,10.9002076790945,True
Test_34_run_1,81.31921217624625,-52.66291003648019,2.534305480443899,87.46370212347726,NORMAL,6.144489947231008,78.49105061649028,-2.8281615597559693,False
Test_12_run_4,52.868957748698925,-7936.16927714256,18.240396485313617,43.18934426148671,NORMAL,-9.679613487212215,45.88983799342571,-6.979119755273217,False
Test_2_run_2,147.33414490247898,239.6355323428928,0.7496139054348325,128.8390854088151,WATCH,-18.495059493663888,125.59530739091134,-21.738837511567638,False
Test_21_run_1,88.3842113734963,-36111.7568841642,61.72373184079782,80.01171757730887,WATCH,-8.372493796187428,33.47909094276859,-54.905120430727706,False
Test_34_run_2,76.22173389082747,-83.39582667327733,2.4188177127844557,79.98541451305682,NORMAL,3.7636806222293586,75.03173373724835,-1.1900001535791205,False
Test_41_run_1,62.65815884417873,-34.77582091622628,3.207883700097339,68.03509701675867,NORMAL,5.3769381725799406,65.07773815644435,2.4195793122656255,False
Test_27_run_4,17.722811589103785,-1560.3578164791013,7.159382832837817,15.149222087790124,NORMAL,-2.573589501313661,30.78166563240915,13.058854043305367,True
Test_14_run_6,41.64932139563831,-128.50216925840147,3.296031694495592,40.44793261332097,NORMAL,-1.2013887823173377,50.42740464119407,8.778083245555763,True
Test_8_run_4,79.67704094634841,-11305.210071429075,29.86688066883615,62.133685855769954,WATCH,-17.54335509057846,55.48930082049452,-24.187740125853892,False
Test_40_run_2,15.876843688364648,-8759.095931297335,11.763650661684675,22.549116700293588,WATCH,6.67227301192894,24.655024936273954,8.778181247909306,True
Test_8_run_3,72.95829803340642,-13102.669375078145,32.793271790670374,59.4891625484112,WATCH,-13.46913548499522,48.35976437457715,-24.59853365882927,False
Test_18_run_2,25.99816068317497,-16277.169359682,32.05649008206722,28.889293386243608,WATCH,2.8911327030686387,15.624448092662961,-10.373712590512008,False
Test_11_run_2,43.775913627001664,-7609.054848946692,16.48712206602548,35.97423201533375,NORMAL,-7.801681611667917,40.90067063584353,-2.8752429911581316,False
Test_9_run_4,41.52072429867334,-4929.1996270004065,13.487384213326402,37.132991892406366,NORMAL,-4.387732406266977,42.05349366883654,0.5327693701631944,False
Test_25_run_2,85.52617035607676,-927.4076466595484,14.342186020442595,62.296996760145085,WATCH,-23.229173595931677,72.83787388369501,-12.68829647238175,False
Test_10_run_5,37.15377753908845,-110.42367256089065,2.6176314983935294,34.334911035891594,NORMAL,-2.8188665031968583,47.795585264823906,10.641807725735454,True
Test_12_run_6,43.304039645858595,-94.21172337223825,3.0094636412196656,41.695896644560804,NORMAL,-1.6081430012977904,51.785620803281546,8.481581157422951,False
Test_27_run_1,98.80209311417755,-30773.534620894578,48.95642571425197,65.69550656064311,WATCH,-33.10658655353444,50.933161802567625,-47.86893131160993,False
Test_39_run_1,153.20127658930116,-5285.144390754896,12.76771510440693,28.882854546892553,CRITICAL,-124.3184220424086,119.92368467257597,-33.277591916725186,False
Test_36_run_1,73.86990432563101,-242.6602493304546,6.799603693477716,208.11535617140234,CRITICAL,134.24545184577133,70.25768037824474,-3.612223947386269,False
Test_13_run_1,50.85698551257004,-10417.634639069858,19.826229357447236,30.361342865357898,WATCH,-20.495642647212144,42.82499705207147,-8.031988460498575,False
Test_13_run_4,48.02414009307648,-11447.11258009134,19.34328405650749,37.26152815150995,WATCH,-10.762611941566533,40.97750333123078,-7.046636761845704,False
Test_24_run_1,210.93351583783098,-5062.2198635737805,39.18421292876978,74.45751083780044,WATCH,-136.47600500003054,141.25951189016652,-69.67400394766446,False
Test_26_run_1,63.559898997789276,-319.5264321741587,7.705823601189974,227.04825071938657,CRITICAL,163.4883517215973,62.44899882577907,-1.1109001720102043,False
Test_8_run_2,68.71231240197437,-13821.217924831182,33.20963037059986,51.893378965899714,WATCH,-16.81893343607466,44.96255204248782,-23.74976035948655,False
Test_12_run_7,41.632781532588176,-176.59704123819066,3.729859197781487,7.5597940433530075,WATCH,-34.07298748923517,50.09756040235616,8.464778869767983,False
Test_24_run_2,77.03279987291975,-816.4357882448044,14.229228997939357,50.113398729072806,WATCH,-26.919401143846947,67.05319567298633,-9.97960419993342,False
Test_35_run_1,65.10293508084747,-466.0038773818738,8.651215624668902,184.95693061168456,WATCH,119.85399553083708,62.81597246406691,-2.2869626167805635,False
Test_4_run_1,88.32315684606492,-22188.003188823128,43.34393878406993,2.8138507608029015,CRITICAL,-85.50930608526201,49.53359851813512,-38.7895583279298,False
Test_25_run_1,78.70354686748334,-636.6805809123464,10.533729972344213,72.52511805764648,NORMAL,-6.178428809836859,70.87324870311579,-7.830298164367548,False
Test_27_run_2,118.85826494128612,-39741.73060124042,55.28089493515674,64.65136502753701,WATCH,-54.20689991374911,58.38428064931489,-60.473984291971234,False
Test_38_run_1,57.99684852602374,-367.6607340183779,8.20609255994416,230.02380328973484,CRITICAL,172.0269547637111,58.22613319878793,0.2292846727641873,False
Test_10_run_3,39.720709595428175,-8106.376116392026,15.245563724654478,32.16451959407561,NORMAL,-7.556190001352569,38.86066278016159,-0.8600468152665854,False
Test_33_run_1,8.534436862790294,-6.766774833608014,0.23396244490764145,7.920860887462484,NORMAL,-0.6135759753278096,29.665428509172983,21.13099164638269,True
Test_34_run_3,72.35734653011164,-168.78409226685386,5.190443111007499,57.24289811376998,NORMAL,-15.11444841634166,70.36688387554074,-1.990462654570905,False
Test_16_run_1,39.51718530568738,-16920.25780071462,32.37365747779261,31.194488821185967,WATCH,-8.32269648450141,24.632174209039427,-14.88501109664795,False
Test_9_run_1,45.01378495508565,-8764.172895947628,16.556471844127636,27.804105717788534,NORMAL,-17.209679237297113,41.456301271536226,-3.557483683549421,False
Test_9_run_5,35.064459392387256,-56.69448600920407,1.815682519877267,33.733847469738,NORMAL,-1.330611922649254,46.927694772057556,11.8632353796703,True
Test_14_run_1,39.504383572715724,-8362.155604618922,17.48574129770105,29.865751397020077,NORMAL,-9.638632175695648,37.065021802103026,-2.439361770612699,False
Test_15_run_1,36.52078150623729,-23632.817151907337,35.777918437986415,4.605409476774795,CRITICAL,-31.915372029462496,18.665990201127126,-17.854791305110165,False
Test_27_run_5,17.147145147542854,-1318.024957668153,6.854881066320191,14.886099732228104,NORMAL,-2.261045415314751,30.65174426353863,13.504599115995777,True
Test_22_run_1,84.59384261532871,-12030.252690411253,43.047925685670094,57.806648935954776,WATCH,-26.787193679373935,49.38684388638933,-35.20699872893938,False
Test_10_run_2,35.7779322532395,-8136.001143036553,16.16949240727235,28.966754457861942,NORMAL,-6.8111777953775565,35.46472553650955,-0.31320671672995104,False
Test_10_run_1,16.2405429276061,-2556.1534497285206,9.1905932705846,26.83519492763204,CRITICAL,10.594652000025938,28.094118419573036,11.853575491966936,True
Test_19_run_2,90.64488137250981,60080.70216080771,5.10791752696762,102.32480074564916,WATCH,11.679919373139342,96.3271625899359,5.68228121742608,False
Test_11_run_1,39.35092733774525,-6413.430988362596,15.64827461188063,33.157889035834735,WATCH,-6.193038301910512,38.69002569351106,-0.6609016442341868,False
Test_11_run_4,49.02326854722733,-6880.6327603834725,15.65743713039562,41.8135865032402,NORMAL,-7.209682043987129,45.287659508717994,-3.735609038509338,False
Test_12_run_2,50.52504986920822,-10654.481027636293,20.314850903319012,36.4726276629344,NORMAL,-14.052422206273818,42.196162503470916,-8.328887365737302,False
Test_14_run_2,38.34470861701902,-5634.959648844721,14.773313835764544,33.24662486101747,NORMAL,-5.09808375600155,38.783986520472105,0.4392779034530818,False
Test_3_run_1,49.714420227578486,-27968.670570753533,51.18643800125805,4.172227495707563,CRITICAL,-45.54219273187093,15.929697813328598,-33.784722414249885,False
Test_30_run_1,71.9955060535753,-131.24368717054423,3.8432541870149826,69.14626391369465,NORMAL,-2.8492421398806442,71.08012269113901,-0.9153833624362875,False
Test_11_run_7,33.96368380124869,-78.8821425485551,2.3080416393149954,31.494774656667232,NORMAL,-2.4689091445814597,45.8102115241242,11.846527722875507,True
Test_17_run_1,40.797485108300734,-14718.357359554866,29.8398181533633,32.733249829420515,WATCH,-8.064235278880219,27.800991639165105,-12.996493469135629,False
Test_42_run_1,8.45984845658733,1114.0139915971376,7.066411422643383,6.576267208800808,NORMAL,-1.8835812477865224,25.01170620088906,16.551857744301728,True
Test_10_run_7,34.68550128942721,-136.22075407335578,3.3287898043325383,34.79489016663181,NORMAL,0.10938887720460144,45.57385639728063,10.888355107853421,True
Test_11_run_3,45.05344956668285,-5903.601204579041,16.118796061675525,39.908234684767116,NORMAL,-5.145214881915734,42.42209276393289,-2.6313568027499628,False
Test_6_run_1,116.47075510178863,-5483.458481563108,15.682202540422495,12.597557797557828,CRITICAL,-103.8731973042308,92.34378977420594,-24.12696532758268,False
Test_8_run_7,40.25474996148903,-282.9692944388775,5.774934757790091,35.83073671621216,NORMAL,-4.424013245276875,47.667630688304165,7.412880726815132,False
Test_32_run_1,8.826173270799915,-20.42218988909566,0.596683990375208,18.980838740374853,WATCH,10.154665469574939,29.60734918825092,20.78117591745101,True
Test_25_run_3,83.11418800725718,-1712.8975944225056,20.671481660664625,193.46593060271465,WATCH,110.35174259545747,66.50212795548137,-16.612060051775813,False
Test_12_run_5,47.512198873523545,-422.23570096586195,6.65377292406189,42.37906394245638,NORMAL,-5.133134931067161,52.04570018188328,4.533501308359732,False
Test_6_run_2,57.566461066483846,3544.128343035656,32.90689181345483,84.6539304944237,NORMAL,27.08746942793986,41.25971781497756,-16.306743251506283,False
