component,time,signal
Test_27_run_3,734354.5847028639,77.47708880859435
Test_27_run_3,734354.5847471007,70.70630173227393
Test_27_run_3,734354.5847936424,70.21277602279295
Test_27_run_3,734354.5848403008,70.05707247900227
Test_27_run_3,734354.5848869387,70.68952487241692
Test_27_run_3,734354.5849335347,52.63861834720607
Test_27_run_3,734354.5849802615,69.64261763740089
Test_27_run_3,734354.5850268924,69.22979733684964
Test_27_run_3,734354.585073544,69.79466717222905
Test_27_run_3,734354.5851201852,68.42974234231168
Test_27_run_3,734354.5851668033,68.88273261532075
Test_27_run_3,734354.585210904,75.75854433656454
Test_27_run_3,734354.585255367,69.1086300359476
Test_27_run_3,734354.5853020081,69.24473384002616
Test_27_run_3,734354.5853487893,51.87756196624658
Test_27_run_3,734354.585395353,68.9822687383147
Test_27_run_3,734354.5854419676,68.75200606499826
Test_27_run_3,734354.5854886018,68.06570509196148
Test_27_run_3,734354.5855352107,68.50599310669608
Test_27_run_3,734354.5855818426,68.10413664016106
Test_27_run_3,734354.585628507,51.8500776390574
Test_27_run_3,734354.5856752686,68.50320248563419
Test_27_run_3,734354.5857218669,68.88963258125234
Test_27_run_3,734354.585768434,52.11120028962203
Test_27_run_3,734354.5858151285,68.57220956077012
Test_27_run_3,734354.5858617708,68.85896503764596
Test_27_run_3,734354.5859061251,76.90467777294089
Test_27_run_3,734354.5859504004,52.38378937604241
Test_27_run_3,734354.5859971019,68.85110813345757
Test_27_run_3,734354.5860439016,86.24339885407262
Test_27_run_3,734354.5860904733,69.22241766371077
Test_27_run_3,734354.5861370729,51.97434438650557
Test_27_run_3,734354.5861837061,67.6290455671741
Test_27_run_3,734354.5862303495,68.21375319504028
Test_27_run_3,734354.5862769907,68.34811577231753
Test_27_run_3,734354.5863211972,57.65681818466234
Test_27_run_3,734354.586365581,68.35735013445199
Test_27_run_3,734354.5864121944,67.59737577892669
Test_27_run_3,734354.586458838,68.63202304802029
Test_27_run_3,734354.5865054699,68.60623834605767
Test_27_run_3,734354.5865520869,67.51740584221218
Test_27_run_3,734354.5865987164,67.83996899904996
Test_27_run_3,734354.586645345,67.2934568536917
Test_27_run_3,734354.5866919757,67.92976903686814
Test_27_run_3,734354.5867386123,67.71358112308398
Test_27_run_3,734354.5867852165,67.83909751144162
Test_27_run_3,734354.5868317882,67.35141402185259
Test_27_run_3,734354.5868784364,67.6654509030611
Test_27_run_3,734354.586925088,66.92813856931348
Test_27_run_3,734354.5869717257,67.67476420213697
Test_27_run_3,734354.5870183471,67.41532715200057
Test_27_run_3,734354.5870627007,74.8754320784789
Test_27_run_3,734354.5871069896,67.53516111634497
Test_27_run_3,734354.5871536551,67.45137903167583
Test_27_run_3,734354.5872003762,67.17621964625177
Test_27_run_3,734354.587247074,67.45625360244682
Test_27_run_3,734354.587293721,67.04986567921051
Test_27_run_3,734354.5873403611,67.48201896217378
Test_27_run_3,734354.5873869711,67.43874336813637
Test_27_run_3,734354.5874336007,66.99731041212911
Test_27_run_3,734354.5874802547,66.85377010481275
Test_27_run_3,734354.5875268911,67.52449367930782
Test_27_run_3,734354.5875735162,67.11584683137414
Test_27_run_3,734354.5876201307,66.80705173259881
Test_27_run_3,734354.5876644792,74.11163978438225
Test_27_run_3,734354.5877087524,66.71369941758319
Test_27_run_3,734354.5877554051,66.48576311064369
Test_27_run_3,734354.5878020336,66.70296079327638
Test_27_run_3,734354.5878486714,65.82317611641722
Test_27_run_3,734354.5878953415,66.47671368246361
Test_27_run_3,734354.5879420254,65.90790655894587
Test_27_run_3,734354.5879886817,65.83543025530166
Test_27_run_3,734354.5880353148,66.28250829190064
Test_27_run_3,734354.5880819687,66.51755653112613
Test_27_run_3,734354.5881286146,66.43741865152984
Test_27_run_3,734354.5881752558,66.27990522618184
Test_27_run_3,734354.5882195834,73.17154332870422
Test_27_run_3,734354.5882638368,66.4511708035925
Test_27_run_3,734354.5883104873,66.40239096222476
Test_27_run_3,734354.5883571168,67.54322961855826
Test_27_run_3,734354.588403757,66.46877815401055
Test_27_run_3,734354.5884503645,66.60526966560191
Test_27_run_3,734354.5884970151,66.74292968088706
Test_27_run_3,734354.5885436644,66.72932159429989
Test_27_run_3,734354.5885902824,65.9319101129033
Test_27_run_3,734354.5886344188,73.38152519883265
Test_27_run_3,734354.5886788612,65.7010827174877
Test_27_run_3,734354.5887255139,66.27528760167252
Test_27_run_3,734354.5887722616,65.8250838673116
Test_27_run_3,734354.588818868,65.98926037714655
Test_27_run_3,734354.5888654884,65.5328419078298
Test_27_run_3,734354.588912147,65.6803595679344
Test_27_run_3,734354.5889587997,65.55764065216081
Test_27_run_3,734354.5890054236,65.51492628883234
Test_27_run_3,734354.5890520648,65.14544020280792
Test_27_run_3,734354.5890987187,65.83851608460532
Test_27_run_3,734354.5891453542,66.07227755127387
Test_27_run_3,734354.5891919965,65.96474592053876
Test_27_run_3,734354.5892386805,65.25397365951478
Test_27_run_3,734354.5892853311,65.80126179360954
Test_27_run_3,734354.5893296386,54.467720625419915
Test_27_run_3,734354.5893739433,65.47424773007245
Test_27_run_3,734354.5894205509,65.61135175737266
Test_27_run_3,734354.5894672037,64.76701901751767
Test_27_run_3,734354.589513853,64.93350443659423
Test_27_run_3,734354.5895604953,64.96724279783912
Test_27_run_3,734354.5896071759,65.16693355326765
Test_27_run_3,734354.5896538113,65.14206597416651
Test_27_run_3,734354.5897004525,65.08535760855756
Test_27_run_3,734354.5897471297,65.30089337475012
Test_27_run_3,734354.5897937778,65.24177420992507
Test_27_run_3,734354.5898403808,65.70350388120414
Test_27_run_3,734354.5898870614,65.40504520107923
Test_27_run_3,734354.5899313889,55.18740414982088
Test_27_run_3,734354.5899756886,65.42012930019106
Test_27_run_3,734354.590022309,64.74853419537612
Test_27_run_3,734354.5900689305,64.60023620174566
Test_27_run_3,734354.5901155822,64.46199564354723
Test_27_run_3,734354.5901622593,65.39160956936027
Test_27_run_3,734354.5902089097,65.1556204686502
Test_27_run_3,734354.5902556134,64.95250978600885
Test_27_run_3,734354.5903023785,64.70448341279783
Test_27_run_3,734354.5903490556,64.71397560083344
Test_27_run_3,734354.5903957025,64.37437306534841
Test_27_run_3,734354.5904423252,64.12354961578718
Test_27_run_3,734354.5904866564,54.11917246861755
Test_27_run_3,734354.5905309642,64.54716516904148
Test_27_run_3,734354.5905775984,64.17353490497302
Test_27_run_3,734354.5906242223,64.01001101890573
Test_27_run_3,734354.5906708369,64.71998711743007
Test_27_run_3,734354.590717471,64.55444904530718
Test_27_run_3,734354.5907641123,64.4303922192991
Test_27_run_3,734354.5908107245,63.80448850045089
Test_27_run_3,734354.5908573472,63.44972190770079
Test_27_run_3,734354.5909040058,64.11356072747276
Test_27_run_3,734354.5909482471,53.89344290281096
Test_27_run_3,734354.5909926852,64.43995989977435
Test_27_run_3,734354.5910393426,64.10833540852988
Test_27_run_3,734354.5910859907,64.11748867917731
Test_27_run_3,734354.5911326539,64.25419797461751
Test_27_run_3,734354.5911793137,64.04743736262321
Test_27_run_3,734354.5912259618,64.32090883092175
Test_27_run_3,734354.5912726272,64.07498083991642
Test_27_run_3,734354.5913192974,64.08897768908665
Test_27_run_3,734354.5913659282,64.49812492720953
Test_27_run_3,734354.5914125729,64.0750178028181
Test_27_run_3,734354.5914592061,64.17033904823468
Test_27_run_3,734354.59150583,63.91883790766565
Test_27_run_3,734354.5915524572,63.50400439082674
Test_27_run_3,734354.5915990972,63.58217910791334
Test_27_run_3,734354.5916457025,63.632505480737564
Test_27_run_3,734354.5916900322,71.12090906564251
Test_27_run_3,734354.5917342986,63.753954784319205
Test_27_run_3,734354.5917809502,64.21487610436665
Test_27_run_3,734354.5918275972,64.03900395917636
Test_27_run_3,734354.5918742258,63.935360375464185
Test_27_run_3,734354.591920905,64.31793102710292
Test_27_run_3,734354.5919675648,63.77565272169054
Test_27_run_3,734354.5920142338,64.19113298652326
Test_27_run_3,734354.5920608831,63.20741274321748
Test_27_run_3,734354.5921075185,63.51066451503863
Test_27_run_3,734354.5921541771,63.192828668880416
Test_27_run_3,734354.5922008287,63.77678733127349
Test_27_run_3,734354.5922451658,70.50683149255117
Test_27_run_3,734354.5922894317,64.51806368518108
Test_27_run_3,734354.5923360891,64.34944447276118
Test_27_run_3,734354.5923827338,64.35480730319941
Test_27_run_3,734354.5924293982,63.81116678172172
Test_27_run_3,734354.5924760475,64.26579169989492
Test_27_run_3,734354.5925226887,63.95389770688055
Test_27_run_3,734354.5925694132,64.66693084728793
Test_27_run_3,734354.5926162002,63.99035926367636
Test_27_run_3,734354.5926628761,64.30983003992826
Test_27_run_3,734354.5927095555,64.01885091038608
Test_27_run_3,734354.5927539506,71.4847190733412
Test_27_run_3,734354.5927982477,63.88300865974607
Test_27_run_3,734354.5928448646,63.88678044218294
Test_27_run_3,734354.5928914895,63.853977381618996
Test_27_run_3,734354.5929381123,63.99850138734858
Test_27_run_3,734354.5929847534,64.02360361237939
Test_27_run_3,734354.593031397,63.90762374439605
Test_27_run_3,734354.5930780254,63.80128903527034
Test_27_run_3,734354.5931246597,63.155357289324925
Test_27_run_3,734354.5931713067,63.62419235685896
Test_27_run_3,734354.5932179549,63.82265679205533
Test_27_run_3,734354.5932646019,63.5022046937626
Test_27_run_3,734354.5933112847,63.43834974652848
Test_9_run_6,734209.7352900896,38.24772082900616
Test_9_run_6,734209.73584653,26.871041548222752
Test_9_run_6,734209.7364011197,29.91755108146263
Test_9_run_6,734209.7369556688,32.733109430465575
Test_9_run_6,734209.7375127262,33.3558772683287
Test_9_run_6,734209.7380675686,35.03532866365502
Test_9_run_6,734209.7386238541,34.210601179830356
Test_9_run_6,734209.7391786256,34.00022332592451
Test_9_run_6,734209.7397328421,34.61806705723352
Test_9_run_6,734209.7402893659,34.62180246749011
Test_9_run_6,734209.740846035,35.71636389035898
Test_9_run_6,734209.7414011823,34.388794154596745
Test_9_run_6,734209.74195673,35.0562213065425
Test_9_run_6,734209.7425115485,34.65156788842969
Test_9_run_6,734209.7430665878,34.384405170262106
Test_9_run_6,734209.7436217914,34.605846380116795
Test_9_run_6,734209.7441768372,34.259886816067734
Test_9_run_6,734209.7447333382,34.558276812557715
Test_9_run_6,734209.7452886236,34.33727868653397
Test_9_run_6,734209.7458458372,34.32644496806381
Test_9_run_6,734209.7464007477,33.96149337507381
Test_9_run_6,734209.746955835,34.20817924834766
Test_9_run_6,734209.7475110522,34.04146863395051
Test_9_run_6,734209.748066361,34.80105790210969
Test_9_run_6,734209.7486214405,34.0088539851773
Test_9_run_6,734209.7491766257,34.70124932078895
Test_9_run_6,734209.7497319308,34.941285515090286
Test_9_run_6,734209.7502885431,33.61944202820669
Test_9_run_6,734209.750844129,33.927278683219015
Test_9_run_6,734209.7513992202,34.66091225898351
Test_9_run_6,734209.7519544626,34.84524359786321
Test_9_run_6,734209.7525094483,33.55367408834562
Test_9_run_6,734209.7530679666,34.531100331229155
Test_9_run_6,734209.7536240246,33.73361873183765
Test_9_run_6,734209.7541793888,34.056124174587936
Test_9_run_6,734209.7547347506,34.33075522302978
Test_9_run_6,734209.7552900496,34.617759415050855
Test_9_run_6,734209.7558452337,33.36495894971999
Test_9_run_6,734209.7564014399,34.14517528975696
Test_9_run_6,734209.7569582709,34.32995513907445
Test_9_run_6,734209.7575117472,34.88507588286485
Test_9_run_6,734209.7580673685,34.05588074057749
Test_9_run_6,734209.758622934,33.80516304572104
Test_9_run_6,734209.7591785723,34.51212973777417
Test_9_run_6,734209.7597340245,33.718259260528015
Test_9_run_6,734209.7602891834,33.42263907504271
Test_9_run_6,734209.7608442988,34.75108297409778
Test_9_run_6,734209.7613993553,33.47351866739024
Test_9_run_6,734209.7619547606,34.31900183001723
Test_9_run_6,734209.7625122337,34.54206738662894
Test_9_run_6,734209.7630692018,33.298601694705
Test_9_run_6,734209.7636229062,34.40441101654848
Test_9_run_6,734209.7641783584,34.16132154415869
Test_9_run_6,734209.7647335905,33.929123200199136
Test_9_run_6,734209.7652874046,35.00657772928616
Test_9_run_6,734209.7658415699,33.512495070076085
Test_9_run_6,734209.7663983929,34.14632974533244
Test_9_run_6,734209.7669560551,34.69685364947936
Test_9_run_6,734209.7675117805,33.923239643058565
Test_9_run_6,734209.768065123,35.008075718508955
Test_9_run_6,734209.7686220158,33.529017452734195
Test_9_run_6,734209.769178812,34.37156740747748
Test_9_run_6,734209.7697330645,34.40216044592411
Test_9_run_6,734209.7702886662,34.178990499989794
Test_9_run_6,734209.770844361,34.446239691020835
Test_9_run_6,734209.7713988598,33.371259536759716
Test_9_run_6,734209.7719539254,34.473195566609924
Test_9_run_6,734209.7725096107,33.9167105341611
Test_9_run_6,734209.7730655599,34.176949589528206
Test_9_run_6,734209.7736211831,34.36083960235947
Test_9_run_6,734209.774176746,34.12539275100314
Test_9_run_6,734209.7747340848,34.96529343161639
Test_9_run_6,734209.7752881984,34.495542669297144
Test_9_run_6,734209.7758443434,34.149878209476164
Test_9_run_6,734209.7763998343,33.99130674634811
Test_9_run_6,734209.7769552112,34.180037637057744
Test_9_run_6,734209.7775111397,34.03865077440759
Test_9_run_6,734209.7780652823,34.52402470731296
Test_9_run_6,734209.7786228486,34.29991572323865
Test_9_run_6,734209.7791784942,34.1470146161825
Test_9_run_6,734209.779731922,34.078104557195445
Test_9_run_6,734209.7802877107,34.88868925532348
Test_9_run_6,734209.7808447275,34.14765002563779
Test_9_run_6,734209.7813982595,34.548405585404566
Test_9_run_6,734209.7819542213,33.196992039252656
Test_9_run_6,734209.7825104324,33.95604944370807
Test_9_run_6,734209.7830662164,34.24732445386066
Test_9_run_6,734209.7836226445,34.65794913945574
Test_9_run_6,734209.78417748,34.6712619461068
Test_9_run_6,734209.7847317138,34.185393179432374
Test_9_run_6,734209.785287443,34.500810688565615
Test_9_run_6,734209.78584336,34.74651797754648
Test_9_run_6,734209.7863991287,34.48524752173441
Test_9_run_6,734209.7869556409,34.7063610480187
Test_9_run_6,734209.7875094513,34.71887101444585
Test_9_run_6,734209.7880657573,34.38641225147711
Test_9_run_6,734209.7886216252,34.13776978029959
Test_9_run_6,734209.7891764521,34.18225042707765
Test_9_run_6,734209.7897307699,34.61319893519711
Test_9_run_6,734209.7902869668,34.29027515849267
Test_9_run_6,734209.7908433808,34.194613427719524
Test_9_run_6,734209.7913994972,34.418379469904544
Test_9_run_6,734209.7919558358,34.78090156553129
Test_9_run_6,734209.792510824,33.69742631382642
Test_9_run_6,734209.7930650102,34.16751183161399
Test_9_run_6,734209.7936194926,34.18156803463087
Test_9_run_6,734209.7941764223,34.49149913351048
Test_9_run_6,734209.794733042,35.32654191411905
Test_9_run_6,734209.7952873751,33.7227281077872
Test_9_run_6,734209.7958435934,34.007278136807834
Test_9_run_6,734209.7963998572,34.92043187060491
Test_9_run_6,734209.7969542934,34.292544703855114
Test_9_run_6,734209.7975094776,34.84907746832856
Test_9_run_6,734209.7980641302,34.27341566847196
Test_9_run_6,734209.7986199002,34.28256605793242
Test_9_run_6,734209.7991751526,34.783428854733856
Test_9_run_6,734209.7997317333,34.41092104343789
Test_9_run_6,734209.8002880769,34.217638171517855
Test_9_run_6,734209.800842908,34.2248041061506
Test_9_run_6,734209.8013969334,34.10219632088067
Test_9_run_6,734209.8019511651,34.60245591778038
Test_9_run_6,734209.8025092961,34.30569387213292
Test_9_run_6,734209.8030657219,34.09722735119795
Test_9_run_6,734209.8036208561,34.62120981516675
Test_9_run_6,734209.8041761841,34.04930061026035
Test_9_run_6,734209.8047308844,34.05044070132322
Test_9_run_6,734209.8052858721,35.09460247595464
Test_9_run_6,734209.8058430022,34.37754250288931
Test_9_run_6,734209.8063997458,34.6986997621473
Test_9_run_6,734209.8069554806,33.13178972100705
Test_9_run_6,734209.8075105022,34.66732994330157
Test_9_run_6,734209.8080653462,35.19269485443791
Test_9_run_6,734209.8086209042,33.695294003568264
Test_9_run_6,734209.8091753492,33.63401970353182
Test_9_run_6,734209.8097299527,35.305283116622775
Test_9_run_6,734209.8102845409,34.36279873701539
Test_9_run_6,734209.8108412548,34.34609859910492
Test_9_run_6,734209.8113966146,34.32753246377484
Test_9_run_6,734209.811951681,34.283223833448254
Test_9_run_6,734209.8125074251,33.703474827310465
Test_9_run_6,734209.8130631087,34.606917578190924
Test_9_run_6,734209.813620485,33.3340683251482
Test_9_run_6,734209.8141777526,34.13374012045022
Test_9_run_6,734209.8147320871,34.15225127226799
Test_9_run_6,734209.8152871124,34.59263383299255
Test_9_run_6,734209.8158425823,34.051119699939925
Test_9_run_6,734209.8163984505,33.43718175090646
Test_9_run_6,734209.8169551673,34.01421202287127
Test_9_run_6,734209.817510154,34.62140614465828
Test_9_run_6,734209.8180653364,34.675841634913816
Test_9_run_6,734209.818620986,33.69545309454391
Test_9_run_6,734209.8191768506,33.65691702460984
Test_9_run_6,734209.8197327518,34.68386875048566
Test_9_run_6,734209.8202883436,33.61309275621779
Test_9_run_6,734209.8208432125,33.68606404641653
Test_9_run_6,734209.8213982093,34.327971403952525
Test_9_run_6,734209.8219517744,34.01917875550922
Test_9_run_6,734209.8225087463,33.96323219228931
Test_9_run_6,734209.82306502,33.99898983375265
Test_9_run_6,734209.8236181556,33.75607155458059
Test_9_run_6,734209.8241735178,33.734160261393
Test_9_run_6,734209.8247291888,33.273497247161224
Test_9_run_6,734209.8252871596,33.244073443618895
Test_9_run_6,734209.8258413421,33.98279777419197
Test_9_run_6,734209.8263953156,34.121112106218526
Test_9_run_6,734209.8269508273,32.24018962817378
Test_9_run_6,734209.8275061657,34.25366740488066
Test_9_run_6,734209.8280616517,32.689663724387195
Test_9_run_6,734209.8286175093,32.73865264621684
Test_9_run_6,734209.8291743118,33.66350270584662
Test_9_run_6,734209.8297299726,33.16787787817393
Test_9_run_6,734209.8302856627,33.1339052117598
Test_9_run_6,734209.8308412147,33.65259437822092
Test_9_run_6,734209.8313976933,32.582441589348385
Test_9_run_6,734209.8319536855,34.171082165341275
Test_9_run_6,734209.8325094248,33.16908376561041
Test_9_run_6,734209.8330655922,33.63993526643725
Test_9_run_6,734209.8336212024,33.65379061625876
Test_9_run_6,734209.8341747532,32.89239391791475
Test_9_run_6,734209.8347295868,33.23612987069532
Test_9_run_6,734209.8352860785,33.75863345897163
Test_9_run_6,734209.8358417493,32.712529147426764
Test_9_run_6,734209.8363971115,33.783802189035555
Test_9_run_6,734209.8369524737,32.77010356331533
Test_9_run_6,734209.8375071193,34.07440976889088
Test_9_run_6,734209.8380614339,33.77631523236359
Test_9_run_6,734209.8386172676,33.686289895533754
Test_9_run_6,734209.8391737089,33.19262693195388
Test_9_run_6,734209.8397298148,34.37210258354269
Test_9_run_6,734209.8402857665,32.73333864260637
Test_9_run_6,734209.8408416271,34.355670077742296
Test_9_run_6,734209.8413959906,33.59086151642873
Test_9_run_6,734209.841951592,32.508600824505464
Test_9_run_6,734209.8425093467,34.4176255159551
Test_9_run_6,734209.8430649629,34.417293316872204
Test_9_run_6,734209.8436187991,33.0667163861981
Test_9_run_6,734209.8441726087,33.78607279227678
Test_9_run_6,734209.8447287568,33.266973389664514
Test_9_run_6,734209.8452842699,34.216310787284975
Test_9_run_6,734209.8458403319,33.70310156691717
Test_9_run_6,734209.8463964706,33.17543469263843
Test_9_run_6,734209.8469529508,34.190859672837625
Test_9_run_6,734209.8475077783,33.297924009089826
Test_9_run_6,734209.8480619774,33.63423180865387
Test_9_run_6,734209.8486177172,33.03900573011063
Test_9_run_6,734209.849174137,33.32776161512567
Test_9_run_6,734209.849727981,32.55336561724815
Test_9_run_6,734209.8502841869,34.12140991536763
Test_9_run_6,734209.8508399426,32.590013721595675
Test_9_run_6,734209.8513957557,33.65464637626068
Test_9_run_6,734209.8519524588,33.13634280133351
Test_9_run_6,734209.8525071957,33.90062621558512
Test_9_run_6,734209.8530636815,33.09328195686989
Test_9_run_6,734209.8536175517,32.82146322012872
Test_9_run_6,734209.8541732427,34.336063006547896
Test_9_run_6,734209.8547311035,33.12562719363563
Test_9_run_6,734209.8552860022,32.83000751648306
Test_9_run_6,734209.8558399628,34.06047424541911
Test_9_run_6,734209.8563968103,32.6582533656357
Test_9_run_6,734209.8569526732,33.71580762825839
Test_9_run_6,734209.8575060987,34.06665879460909
Test_9_run_6,734209.8580600637,32.67382494077576
Test_9_run_6,734209.8586170874,33.76941757493685
Test_9_run_6,734209.8591746426,33.19198301136016
Test_9_run_6,734209.8597308364,32.70711000145616
Test_9_run_6,734209.8602864771,34.34227357800209
Test_9_run_6,734209.8608421405,32.88363301880838
Test_9_run_6,734209.8613958062,33.670190103252686
Test_9_run_6,734209.8619496985,33.80174930788274
Test_9_run_6,734209.862506115,32.71389587591377
Test_9_run_6,734209.8630618174,34.03331569025982
Test_9_run_6,734209.8636173541,32.42985807381992
Test_9_run_6,734209.8641753802,34.37665521945387
Test_9_run_6,734209.8647313694,33.27337203431823
Test_9_run_6,734209.8652875384,33.590750811325215
Test_9_run_6,734209.865840142,33.14576950987998
Test_9_run_6,734209.8663946035,33.92682525470941
Test_9_run_6,734209.8669506443,32.92153902700176
Test_9_run_6,734209.8675066008,33.92297545589362
Test_9_run_6,734209.8680626731,32.97943772263176
Test_9_run_6,734209.8686191057,33.47789049641227
Test_9_run_6,734209.8691752946,33.45841636803427
Test_9_run_6,734209.8697289441,33.226066506725786
Test_9_run_6,734209.8702835231,34.006707734244145
Test_9_run_6,734209.8708417627,33.00017501023396
Test_9_run_6,734209.8713957777,34.254329306193384
Test_9_run_6,734209.8719494449,32.35827597250972
Test_9_run_6,734209.8725053796,34.514432785078846
Test_9_run_6,734209.8730615455,32.40953335982626
Test_9_run_6,734209.8736188047,34.45770439988456
Test_9_run_6,734209.8741734965,33.740898857501
Test_9_run_6,734209.8747280902,32.97656491523216
Test_9_run_6,734209.8752843555,34.487555101108875
Test_9_run_6,734209.8758405957,32.42123948035414
Test_9_run_6,734209.8763949304,33.14992885778642
Test_9_run_6,734209.8769502698,33.9370010340672
Test_9_run_6,734209.8775062241,32.13006516506982
Test_9_run_6,734209.8780608382,33.35677528624264
Test_9_run_6,734209.8786172856,33.39536872375599
Test_9_run_6,734209.8791715599,32.146832867936354
Test_9_run_6,734209.8797263603,33.968763950840966
Test_9_run_6,734209.8802830998,32.93037958525886
Test_9_run_6,734209.8808384727,32.5134082811744
